Sports_360P-02c3, greedy, 0.9, 120776.0, 0.00511852213494, 163.093812375
Sports_360P-0c66, greedy, 0.9, 151200.0, 0.0173999708603, 238.711666667
Sports_360P-0dda, greedy, 0.9, 150874.0, 0.0321729056858, 411.872255489
Sports_360P-11b7, greedy, 0.9, 62357.0, 0.00182406502393, 173.517470882
Sports_360P-12ee, greedy, 0.9, 145222.0, 0.0041074185662, 667.983870968
Sports_360P-1803, greedy, 0.9, 122832.0, 0.0023995573135, 80.4059900166
Sports_360P-1a23, greedy, 0.9, 119253.0, 0.00558395145154, 101.501138952
Sports_360P-1d5c, greedy, 0.9, 165737.0, 0.0214594741947, 218.103792415
Sports_360P-2725, greedy, 0.9, 89622.0, 9.16195314061e-06, 161.208333333
Sports_360P-27b0, greedy, 0.9, 119391.0, 0.0134050938486, 149.50166113
Sports_360P-2ace, greedy, 0.9, 143773.0, 0.00160539833855, 81.6067864271
Sports_360P-2e48, greedy, 0.9, 76794.0, 0.000511785821789, 199.558882236
Sports_360P-301d, greedy, 0.9, 204737.0, 0.0328860658163, 120.712146423
Sports_360P-32d3, greedy, 0.9, 134139.0, 0.0168305151966, 436.026
Sports_360P-35e1, greedy, 0.9, 124590.0, 0.00295949757912, 837.582142857
Sports_360P-3960, greedy, 0.9, 70703.0, 0.00342360864348, 79.8968386023
Sports_360P-3e68, greedy, 0.9, 57468.0, 0.000264168894101, 137.911813644
Sports_360P-4545, greedy, 0.9, 96321.0, 0.00133812065452, 586.97005988
Sports_360P-46c6, greedy, 0.9, 38179.0, 0.0148411069161, 846.72046589
Sports_360P-4802, greedy, 0.9, 154565.0, 0.00177613293401, 71.3612774451
Sports_360P-4ad7, greedy, 0.9, 99923.0, 0.000754013951582, 127.22
Sports_360P-50fd, greedy, 0.9, 182502.0, 0.0200205012057, 209.405
Sports_360P-5252, greedy, 0.9, 126586.0, 0.000134964769567, 197.095808383
Sports_360P-5ded, greedy, 0.9, 144322.0, 0.0299114423274, 189.389351082
Sports_360P-61f6, greedy, 0.9, 184085.0, 0.0221773810262, 260.72255489
Sports_360P-65f3, greedy, 0.9, 80865.0, 0.0220041725567, 146.163061564
Sports_360P-6b4f, greedy, 0.9, 186408.0, 0.0351830978512, 343.574850299
Sports_360P-6c6f, greedy, 0.9, 110751.0, 0.0151210016728, 218.071547421
Sports_360P-6cfd, greedy, 0.9, 158390.0, 0.00791355717492, 82.665
Sports_360P-6f62, greedy, 0.9, 103044.0, 0.000136055878957, 203.872255489
Sports_360P-7f50, greedy, 0.9, 150297.0, 0.00871155101375, 484.383233533
