Sports_1080P-0063, random, 0.9, 1293732, 0.20131, 8376.79 
Sports_1080P-0640, random, 0.9, 870151, 0.12666, 4201.4407 
Sports_1080P-08e1, random, 0.9, 1344615, 0.048717, 6371.226 
Sports_1080P-0d0c, random, 0.9, 1448396, 0.19997, 9357.8483 
Sports_1080P-15d1, random, 0.9, 1224746, 0.11989, 7670.9866 
Sports_1080P-19d8, random, 0.9, 676365, 0.019676, 4768.7067 
Sports_1080P-1ae3, random, 0.9, 960462, 0.14508, 5285.0851 
Sports_1080P-1bf7, random, 0.9, 1090992, 0.10529, 6860.9149 
Sports_1080P-1d78, random, 0.9, 1037464, 0.19641, 12645.207 
Sports_1080P-241e, random, 0.9, 1295409, 0.07168, 8761.9015 
Sports_1080P-2524, random, 0.9, 916210, 0.033306, 6391.8205 
Sports_1080P-28a6, random, 0.9, 849705, 0.022367, 5602.1317 
Sports_1080P-2a21, random, 0.9, 574926, 0.011785, 10992.399 
Sports_1080P-3a3b, random, 0.9, 652742, 0.19096, 7514.6814 
Sports_1080P-3db7, random, 0.9, 640433, 0.038109, 5484.426 
Sports_1080P-3eb0, random, 0.9, 511773, 0.0018422, 1522.1182 
Sports_1080P-43e2, random, 0.9, 1033134, 0.091694, 5473.99 
Sports_1080P-46ed, random, 0.9, 985139, 0.13721, 14383.42 
Sports_1080P-47e9, random, 0.9, 135228, 0.036362, 82488.928 
Sports_1080P-4978, random, 0.9, 847293, 0.078604, 10730.867 
Sports_1080P-49c5, random, 0.9, 360006, 0.0074706, 4260.275 
Sports_1080P-4e05, random, 0.9, 1169283, 0.20535, 4346.47 
Sports_1080P-53a0, random, 0.9, 1263993, 0.14277, 6007.7633 
Sports_1080P-5d25, random, 0.9, 1157100, 0.2618, 13966.1569 
Sports_1080P-6571, random, 0.9, 797759, 0.016749, 3918.9666 
Sports_1080P-6710, random, 0.9, 816887, 0.048291, 10190.914 
Sports_1080P-679d, random, 0.9, 787107, 0.041069, 4098.1933 
Sports_1080P-7203, random, 0.9, 821524, 0.062112, 5707.8136 
Sports_1080P-7584, random, 0.9, 848766, 0.021719, 8090.7114 
Sports_1080P-76a2, random, 0.9, 794303, 0.030347, 3648.8115 
Sports_1080P-78fa, random, 0.9, 1200009, 0.13257, 7791.4128 
Sports_1080P-7b51, random, 0.9, 1529304, 0.23246, 6900.9165 
Sports_1080P-7dba, random, 0.9, 924926, 0.091216, 6998.612 
