Sports_1080P-0063, mpc, 0.9, 1293732, 0.3486, 333.334 
Sports_1080P-0640, mpc, 0.9, 870151, 0.26044, 0 
Sports_1080P-08e1, mpc, 0.9, 1344615, 0.13677, 0 
Sports_1080P-0d0c, mpc, 0.9, 1448396, 0.17107, 198.2183 
Sports_1080P-15d1, mpc, 0.9, 1224746, 0.22383, 329.2604 
Sports_1080P-19d8, mpc, 0.9, 676365, 0.075472, 222.6317 
Sports_1080P-1ae3, mpc, 0.9, 960462, 0.26482, 127.1803 
Sports_1080P-1bf7, mpc, 0.9, 1090992, 0.20439, 478.9482 
Sports_1080P-1d78, mpc, 0.9, 1037464, 0.32753, 575.1135 
Sports_1080P-241e, mpc, 0.9, 1295409, 0.17054, 614.8731 
Sports_1080P-2524, mpc, 0.9, 916210, 0.1474, 291.2713 
Sports_1080P-28a6, mpc, 0.9, 849705, 0.1107, 222.8583 
Sports_1080P-2a21, mpc, 0.9, 574926, 0.086649, 947.5125 
Sports_1080P-3a3b, mpc, 0.9, 652742, 0.31825, 326.3126 
Sports_1080P-3db7, mpc, 0.9, 640433, 0.11097, 207.09 
Sports_1080P-3eb0, mpc, 0.9, 511773, 0.021904, 6.2465 
Sports_1080P-43e2, mpc, 0.9, 1033134, 0.16957, 1064.6962 
Sports_1080P-46ed, mpc, 0.9, 985139, 0.25597, 109.07 
Sports_1080P-47e9, mpc, 0.9, 135228, 0.073755, 8718.046 
Sports_1080P-4978, mpc, 0.9, 847293, 0.16118, 302.967 
Sports_1080P-49c5, mpc, 0.9, 360006, 0.080272, 243.8817 
Sports_1080P-4e05, mpc, 0.9, 1169283, 0.34172, 139.562 
Sports_1080P-53a0, mpc, 0.9, 1263993, 0.22479, 283.8 
Sports_1080P-5d25, mpc, 0.9, 1157100, 0.43494, 426.4591 
Sports_1080P-6571, mpc, 0.9, 797759, 0.072221, 97.2855 
Sports_1080P-6710, mpc, 0.9, 816887, 0.13362, 318.338 
Sports_1080P-679d, mpc, 0.9, 787107, 0.10785, 155.1267 
Sports_1080P-7203, mpc, 0.9, 821524, 0.11246, 323.629 
Sports_1080P-7584, mpc, 0.9, 848766, 0.11827, 518.8998 
Sports_1080P-76a2, mpc, 0.9, 794303, 0.092404, 313.5296 
Sports_1080P-78fa, mpc, 0.9, 1200009, 0.26664, 707.5952 
Sports_1080P-7b51, mpc, 0.9, 1529304, 0.34381, 1022.1886 
Sports_1080P-7dba, mpc, 0.9, 924926, 0.15886, 287.72 
